,rider,team,year,age,race,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target,strength,finished
382,Stetina Peter,Trek - Segafredo,2017,,,2941.0,Stetina Peter-2017,20.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0,44.0,0.2727272727272727
409,Hepburn Michael,ORICA-Scott,2017,,,3035.0,Hepburn Michael-2017,,30.0,,18.0,2.9523809523809526,134.28571428571428,2570.6190476190477,24.0,56.0,46.0,0.2727272727272727
1181,Sbaragli Kristian,Israel Cycling Academy,2019,,,1292.0,Sbaragli Kristian-2019,175.0,43.0,148.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,123.0,130.0,58.0,0.25
1082,Dombrowski Joe,EF Education First,2019,,,1626.0,Dombrowski Joe-2019,,165.0,,74.0,2.9523809523809526,138.1904761904762,2478.0476190476193,96.0,24.0,36.0,0.25
937,Villella Davide,Astana Pro Team,2019,,,4562.0,Villella Davide-2019,49.0,177.0,38.8,,2.9523809523809526,138.1904761904762,2478.0476190476193,,34.0,53.0,0.25
1053,Serry Pieter,Deceuninck - Quick Step,2019,,,4138.0,Serry Pieter-2019,200.0,143.0,80.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,248.0,314.0,53.0,0.25
1013,Marcato Marco,UAE Team Emirates,2019,,,3489.0,Marcato Marco-2019,61.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,34.0,57.0,0.25
964,Landa Mikel,Movistar Team,2019,29.0,tour-de-france,2153.0,Landa Mikel-2019,20.0,636.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,89.0,389.0,42.0,0.25
992,Benedetti Cesare,BORA - hansgrohe,2019,,,3674.0,Benedetti Cesare-2019,22.0,84.0,41.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,53.0,42.0,0.25
1191,Barbin Enrico,Bardiani - CSF,2019,,,446.0,Barbin Enrico-2019,,,137.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,48.0,66.0,0.25
1008,Conti Valerio,UAE Team Emirates,2019,,,3489.0,Conti Valerio-2019,,152.0,,44.0,2.9523809523809526,138.1904761904762,2478.0476190476193,86.0,46.0,57.0,0.25
1107,Kuznetsov Viacheslav,Team Katusha Alpecin,2019,,,1799.0,Kuznetsov Viacheslav-2019,100.0,,105.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,28.0,92.0,58.0,0.25
1184,Plaza Rubén,Israel Cycling Academy,2019,,,1292.0,Plaza Rubén-2019,21.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,18.0,44.0,58.0,0.25
1238,Conti Valerio,UAE Team Emirates,2020,,,1982.0,Conti Valerio-2020,,220.0,,56.0,2.8095238095238093,151.0952380952381,2630.904761904762,86.0,46.0,53.0,0.2307692307692307
1268,Ciccone Giulio,Trek - Segafredo,2020,,,1339.0,Ciccone Giulio-2020,177.0,164.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,75.0,0.0,38.0,0.2307692307692307
1408,Bidard François,AG2R La Mondiale,2020,,,735.0,Bidard François-2020,37.0,80.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,34.0,0.2307692307692307
1397,Zakarin Ilnur,CCC Team,2020,30.0,tour-de-france,1016.0,Zakarin Ilnur-2020,28.0,,,84.0,2.8095238095238093,151.0952380952381,2630.904761904762,284.0,370.0,57.0,0.2307692307692307
1376,Bilbao Pello,Bahrain - McLaren,2020,30.0,tour-de-france,717.0,Bilbao Pello-2020,26.0,237.0,48.8,313.0,2.8095238095238093,151.0952380952381,2630.904761904762,,36.0,36.0,0.2307692307692307
1549,Mohorič Matej,Bahrain - Victorious,2021,26.0,tour-de-france,3186.0,Mohorič Matej-2021,197.0,32.0,48.5,22.0,2.8095238095238093,153.8095238095238,2261.7619047619046,48.0,34.0,77.0,0.2142857142857142
1609,Ciccone Giulio,Trek - Segafredo,2021,,,2367.0,Ciccone Giulio-2021,308.0,10.0,85.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,75.0,0.0,70.0,0.2142857142857142
1576,Sánchez Luis León,Astana - Premier Tech,2021,,,2166.0,Sánchez Luis León-2021,35.0,62.0,36.0,25.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,193.0,57.0,0.2142857142857142
1618,Carthy Hugh,EF Education - Nippo,2021,,,1601.0,Carthy Hugh-2021,,350.0,,110.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,16.0,66.0,0.2142857142857142
1766,Hirt Jan,Intermarché - Wanty - Gobert Matériaux,2021,,,620.0,Hirt Jan-2021,25.0,54.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,112.0,42.0,0.2142857142857142
1605,Mollema Bauke,Trek - Segafredo,2021,34.0,tour-de-france,2367.0,Mollema Bauke-2021,120.0,102.0,24.5,,2.8095238095238093,153.8095238095238,2261.7619047619046,,280.0,70.0,0.2142857142857142
708,Villella Davide,Astana Pro Team,2018,,,3870.0,Villella Davide-2018,101.0,53.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,34.0,58.0,0.1818181818181818
721,Roy Jérémy,Groupama - FDJ,2018,,,1783.0,Roy Jérémy-2018,,,,44.0,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0,42.0,0.1818181818181818
391,Kelderman Wilco,Team Sunweb,2017,,,2929.0,Kelderman Wilco-2017,101.0,471.0,116.0,341.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,180.0,56.0,0.1818181818181818
704,Sánchez Luis León,Astana Pro Team,2018,34.0,tour-de-france,3870.0,Sánchez Luis León-2018,179.0,337.0,103.2,138.0,3.142857142857143,135.47619047619048,2437.4761904761904,,193.0,58.0,0.1818181818181818
393,Haga Chad,Team Sunweb,2017,,,2929.0,Haga Chad-2017,15.0,49.0,,88.0,2.9523809523809526,134.28571428571428,2570.6190476190477,113.0,138.0,56.0,0.1818181818181818
672,Mohorič Matej,Bahrain Merida Pro Cycling Team,2018,,,3094.0,Mohorič Matej-2018,150.0,158.0,66.4,,3.142857142857143,135.47619047619048,2437.4761904761904,48.0,34.0,51.0,0.1818181818181818
394,Geschke Simon,Team Sunweb,2017,31.0,tour-de-france,2929.0,Geschke Simon-2017,116.0,49.0,38.0,64.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,130.0,56.0,0.1818181818181818
396,Preidler Georg,Team Sunweb,2017,,,2929.0,Preidler Georg-2017,40.0,,41.0,71.0,2.9523809523809526,134.28571428571428,2570.6190476190477,219.0,178.0,56.0,0.1818181818181818
737,Marcato Marco,UAE Team Emirates,2018,34.0,tour-de-france,3589.0,Marcato Marco-2018,73.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,34.0,60.0,0.1818181818181818
619,Zhupa Eugert,Wilier Triestina - Selle Italia,2017,,,1391.0,Zhupa Eugert-2017,33.0,,46.0,60.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,15.0,75.0,0.1818181818181818
618,Busato Matteo,Wilier Triestina - Selle Italia,2017,,,1391.0,Busato Matteo-2017,155.0,,90.7,,2.9523809523809526,134.28571428571428,2570.6190476190477,74.0,58.0,75.0,0.1818181818181818
425,Devenyns Dries,Quick-Step Floors,2017,,,3229.0,Devenyns Dries-2017,161.0,362.0,101.0,142.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,344.0,30.0,0.1818181818181818
426,Serry Pieter,Quick-Step Floors,2017,,,3229.0,Serry Pieter-2017,85.0,96.0,,38.0,2.9523809523809526,134.28571428571428,2570.6190476190477,248.0,314.0,30.0,0.1818181818181818
457,Geniez Alexandre,AG2R La Mondiale,2017,,,1603.0,Geniez Alexandre-2017,40.0,119.0,,194.0,2.9523809523809526,134.28571428571428,2570.6190476190477,2.0,0.0,32.0,0.1818181818181818
587,Ponzi Simone,CCC Sprandi Polkowice ,2017,,,1033.0,Ponzi Simone-2017,24.0,,86.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,4.0,,0.1818181818181818
473,Hermans Ben,BMC Racing Team,2017,,,3840.0,Hermans Ben-2017,83.0,333.0,,49.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,72.0,56.0,0.1818181818181818
491,Formolo Davide,Cannondale-Drapac Pro Cycling Team,2017,,,2419.0,Formolo Davide-2017,13.0,327.0,,10.0,2.9523809523809526,134.28571428571428,2570.6190476190477,108.0,251.0,51.0,0.1818181818181818
515,Tankink Bram,Team LottoNL-Jumbo,2017,,,2117.0,Tankink Bram-2017,11.0,,,11.0,2.9523809523809526,134.28571428571428,2570.6190476190477,53.0,10.0,49.0,0.1818181818181818
733,Conti Valerio,UAE Team Emirates,2018,,,3589.0,Conti Valerio-2018,84.0,134.0,,22.0,3.142857142857143,135.47619047619048,2437.4761904761904,86.0,46.0,60.0,0.1818181818181818
362,Polanc Jan,UAE Team Emirates,2017,,,2871.0,Polanc Jan-2017,56.0,99.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,310.0,56.0,0.1818181818181818
347,Landa Mikel,Team Sky,2017,27.0,tour-de-france,2722.0,Landa Mikel-2017,,297.0,,51.0,2.9523809523809526,134.28571428571428,2570.6190476190477,89.0,389.0,40.0,0.1818181818181818
896,Kuznetsov Viacheslav,Team Katusha Alpecin,2018,,,1595.0,Kuznetsov Viacheslav-2018,79.0,,78.2,,3.142857142857143,135.47619047619048,2437.4761904761904,28.0,92.0,47.0,0.1818181818181818
890,Senni Manuel,Bardiani - CSF,2018,,,1200.0,Senni Manuel-2018,45.0,,,34.0,3.142857142857143,135.47619047619048,2437.4761904761904,0.0,20.0,100.0,0.1818181818181818
889,Andreetta Simone,Bardiani - CSF,2018,,,1200.0,Andreetta Simone-2018,15.0,,32.0,,3.142857142857143,135.47619047619048,2437.4761904761904,10.0,42.0,100.0,0.1818181818181818
887,Barbin Enrico,Bardiani - CSF,2018,,,1200.0,Barbin Enrico-2018,34.0,,195.9,,3.142857142857143,135.47619047619048,2437.4761904761904,,48.0,100.0,0.1818181818181818
337,Vaugrenard Benoît,FDJ,2017,,,1979.0,Vaugrenard Benoît-2017,20.0,,,16.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,10.0,53.0,0.1818181818181818
885,Maestri Mirco,Bardiani - CSF,2018,,,1200.0,Maestri Mirco-2018,14.0,52.0,42.0,,3.142857142857143,135.47619047619048,2437.4761904761904,10.0,4.0,100.0,0.1818181818181818
868,Plaza Rubén,Israel Cycling Academy,2018,,,1342.0,Plaza Rubén-2018,,,,13.0,3.142857142857143,135.47619047619048,2437.4761904761904,18.0,44.0,66.0,0.1818181818181818
865,Sbaragli Kristian,Israel Cycling Academy,2018,,,1342.0,Sbaragli Kristian-2018,76.0,30.0,172.0,,3.142857142857143,135.47619047619048,2437.4761904761904,123.0,130.0,66.0,0.1818181818181818
862,Hermans Ben,Israel Cycling Academy,2018,,,1342.0,Hermans Ben-2018,66.0,167.0,44.5,40.0,3.142857142857143,135.47619047619048,2437.4761904761904,,72.0,66.0,0.1818181818181818
346,Thomas Geraint,Team Sky,2017,31.0,tour-de-france,2722.0,Thomas Geraint-2017,122.0,547.0,41.0,412.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,269.0,40.0,0.1818181818181818
526,Kochetkov Pavel,Team Katusha Alpecin,2017,,,1844.0,Kochetkov Pavel-2017,35.0,89.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,16.0,0.0,42.0,0.1818181818181818
349,Rosa Diego,Team Sky,2017,,,2722.0,Rosa Diego-2017,295.0,152.0,36.4,116.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,49.0,40.0,0.1818181818181818
841,Geniez Alexandre,AG2R La Mondiale,2018,,,1459.0,Geniez Alexandre-2018,160.0,164.0,47.0,66.0,3.142857142857143,135.47619047619048,2437.4761904761904,2.0,0.0,28.0,0.1818181818181818
791,Dombrowski Joe,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Dombrowski Joe-2018,,55.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,96.0,24.0,47.0,0.1818181818181818
762,Benedetti Cesare,BORA - hansgrohe,2018,,,2420.0,Benedetti Cesare-2018,34.0,39.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,53.0,51.0,0.1818181818181818
353,Gołaś Michał,Team Sky,2017,,,2722.0,Gołaś Michał-2017,57.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,49.0,40.0,0.1818181818181818
1116,Owsian Łukasz,CCC Team,2019,,,1152.0,Owsian Łukasz-2019,59.0,163.0,84.0,14.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,36.0,0.1666666666666666
1109,Zakarin Ilnur,Team Katusha Alpecin,2019,29.0,tour-de-france,1799.0,Zakarin Ilnur-2019,62.0,,,112.0,2.9523809523809526,138.1904761904762,2478.0476190476193,284.0,370.0,58.0,0.1666666666666666
1069,Bidard François,AG2R La Mondiale,2019,,,1486.0,Bidard François-2019,23.0,77.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,36.0,0.1666666666666666
1190,Maestri Mirco,Bardiani - CSF,2019,,,446.0,Maestri Mirco-2019,26.0,28.0,121.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,10.0,4.0,66.0,0.1666666666666666
936,Bilbao Pello,Astana Pro Team,2019,29.0,tour-de-france,4562.0,Bilbao Pello-2019,17.0,375.0,67.0,105.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,36.0,53.0,0.1666666666666666
939,Hirt Jan,Astana Pro Team,2019,,,4562.0,Hirt Jan-2019,48.0,89.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,112.0,53.0,0.1666666666666666
949,Dumoulin Tom,Team Sunweb,2019,,,3763.0,Dumoulin Tom-2019,197.0,717.0,32.2,680.0,2.9523809523809526,138.1904761904762,2478.0476190476193,311.0,736.0,57.0,0.1666666666666666
970,Rojas José Joaquín,Movistar Team,2019,,,2153.0,Rojas José Joaquín-2019,123.0,22.0,73.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,36.0,44.0,42.0,0.1666666666666666
1038,Mollema Bauke,Trek - Segafredo,2019,32.0,tour-de-france,2435.0,Mollema Bauke-2019,474.0,400.0,131.0,114.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,280.0,55.0,0.1666666666666666
1040,Ciccone Giulio,Trek - Segafredo,2019,24.0,tour-de-france,2435.0,Ciccone Giulio-2019,146.0,155.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,75.0,0.0,55.0,0.1666666666666666
1051,Jungels Bob,Deceuninck - Quick Step,2019,,,4138.0,Jungels Bob-2019,365.0,380.0,,296.0,2.9523809523809526,138.1904761904762,2478.0476190476193,834.0,916.0,53.0,0.1666666666666666
1080,Carthy Hugh,EF Education First,2019,,,1626.0,Carthy Hugh-2019,37.0,296.0,,80.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,16.0,36.0,0.1666666666666666
1328,Kelderman Wilco,Team Sunweb,2020,,,1708.0,Kelderman Wilco-2020,21.0,321.0,26.2,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,180.0,51.0,0.1538461538461538
1223,Konrad Patrick,BORA - hansgrohe,2020,,,1479.0,Konrad Patrick-2020,249.0,306.0,,105.0,2.8095238095238093,151.0952380952381,2630.904761904762,,133.0,45.0,0.1538461538461538
1252,Thomas Geraint,INEOS Grenadiers,2020,,,1676.0,Thomas Geraint-2020,37.0,545.0,27.0,370.0,2.8095238095238093,151.0952380952381,2630.904761904762,,269.0,47.0,0.1538461538461538
1471,Rota Lorenzo,Vini Zabù - KTM,2020,,,581.0,Rota Lorenzo-2020,62.0,63.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,24.0,74.0,0.1538461538461538
1395,Kochetkov Pavel,CCC Team,2020,,,1016.0,Kochetkov Pavel-2020,,33.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,16.0,0.0,57.0,0.1538461538461538
1392,Rosskopf Joey,CCC Team,2020,,,1016.0,Rosskopf Joey-2020,30.0,68.0,,100.0,2.8095238095238093,151.0952380952381,2630.904761904762,1.0,52.0,57.0,0.1538461538461538
1682,Campenaerts Victor,Team Qhubeka NextHash,2021,29.0,tour-de-france,,Campenaerts Victor-2021,,28.0,,493.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,10.0,,0.1428571428571428
1688,Reichenbach Sébastien,Groupama - FDJ,2021,,,1035.0,Reichenbach Sébastien-2021,,144.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,142.0,38.0,0.1428571428571428
1769,Petilli Simone,Intermarché - Wanty - Gobert Matériaux,2021,,,620.0,Petilli Simone-2021,45.0,5.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,22.0,102.0,42.0,0.1428571428571428
1681,Campenaerts Victor,Team Qhubeka ASSOS,2021,,,1654.0,Campenaerts Victor-2021,,28.0,,493.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,10.0,75.0,0.1428571428571428
1649,Großschartner Felix,BORA - hansgrohe,2021,,,2007.0,Großschartner Felix-2021,5.0,276.0,118.7,35.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,28.0,45.0,0.1428571428571428
1574,Izagirre Gorka,Astana - Premier Tech,2021,,,2166.0,Izagirre Gorka-2021,205.0,179.0,,20.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,138.0,57.0,0.1428571428571428
1548,Tratnik Jan,Bahrain - Victorious,2021,,,3186.0,Tratnik Jan-2021,,37.0,,266.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,58.0,77.0,0.1428571428571428
658,Dumoulin Tom,Team Sunweb,2018,27.0,tour-de-france,2736.0,Dumoulin Tom-2018,235.0,669.0,,716.0,3.142857142857143,135.47619047619048,2437.4761904761904,311.0,736.0,47.0,0.0909090909090909
718,Ladagnous Matthieu,Groupama - FDJ,2018,,,1783.0,Ladagnous Matthieu-2018,44.0,35.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0,42.0,0.0909090909090909
717,Reichenbach Sébastien,Groupama - FDJ,2018,,,1783.0,Reichenbach Sébastien-2018,22.0,105.0,,19.0,3.142857142857143,135.47619047619048,2437.4761904761904,,142.0,42.0,0.0909090909090909
716,Pinot Thibaut,Groupama - FDJ,2018,,,1783.0,Pinot Thibaut-2018,316.0,528.0,41.2,123.0,3.142857142857143,135.47619047619048,2437.4761904761904,,468.0,42.0,0.0909090909090909
706,Bilbao Pello,Astana Pro Team,2018,,,3870.0,Bilbao Pello-2018,33.0,187.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,36.0,58.0,0.0909090909090909
705,Hirt Jan,Astana Pro Team,2018,,,3870.0,Hirt Jan-2018,24.0,232.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,112.0,58.0,0.0909090909090909
688,Berhane Natnael,Team Dimension Data,2018,,,1425.0,Berhane Natnael-2018,25.0,47.0,,25.0,3.142857142857143,135.47619047619048,2437.4761904761904,,22.0,42.0,0.0909090909090909
625,Elissonde Kenny,Team Sky,2018,,,4577.0,Elissonde Kenny-2018,16.0,50.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,49.0,60.0,0.0909090909090909
615,Rodríguez Cristián,Wilier Triestina - Selle Italia,2017,,,1391.0,Rodríguez Cristián-2017,,20.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,0.0,75.0,0.0909090909090909
614,Martínez Daniel Felipe,Wilier Triestina - Selle Italia,2017,,,1391.0,Martínez Daniel Felipe-2017,49.0,32.0,,20.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,0.0,75.0,0.0909090909090909
613,Amezqueta Julen,Wilier Triestina - Selle Italia,2017,,,1391.0,Amezqueta Julen-2017,13.0,48.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,24.0,20.0,75.0,0.0909090909090909
600,Haas Nathan,Team Dimension Data,2017,,,2158.0,Haas Nathan-2017,199.0,,195.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,58.0,51.0,0.0909090909090909
594,Firsanov Sergey,Gazprom-RusVelo,2017,,,876.0,Firsanov Sergey-2017,75.0,,,110.0,2.9523809523809526,134.28571428571428,2570.6190476190477,138.0,0.0,74.0,0.0909090909090909
884,Ciccone Giulio,Bardiani - CSF,2018,,,1200.0,Ciccone Giulio-2018,58.0,144.0,,46.0,3.142857142857143,135.47619047619048,2437.4761904761904,75.0,0.0,100.0,0.0909090909090909
844,Jauregui Quentin,AG2R La Mondiale,2018,,,1459.0,Jauregui Quentin-2018,110.0,25.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,8.0,28.0,0.0909090909090909
843,Bidard François,AG2R La Mondiale,2018,,,1459.0,Bidard François-2018,,47.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,28.0,0.0909090909090909
759,Konrad Patrick,BORA - hansgrohe,2018,,,2420.0,Konrad Patrick-2018,91.0,401.0,,34.0,3.142857142857143,135.47619047619048,2437.4761904761904,,133.0,51.0,0.0909090909090909
790,Carthy Hugh,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Carthy Hugh-2018,,142.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,16.0,47.0,0.0909090909090909
789,Woods Michael,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Woods Michael-2018,173.0,279.0,44.0,,3.142857142857143,135.47619047619048,2437.4761904761904,,112.0,47.0,0.0909090909090909
775,Pedersen Mads,Trek - Segafredo,2018,,,1747.0,Pedersen Mads-2018,39.0,285.0,55.0,180.0,3.142857142857143,135.47619047619048,2437.4761904761904,,18.0,47.0,0.0909090909090909
763,Bennett Sam,BORA - hansgrohe,2018,,,2420.0,Bennett Sam-2018,295.0,33.0,806.0,,3.142857142857143,135.47619047619048,2437.4761904761904,,301.0,51.0,0.0909090909090909
761,Großschartner Felix,BORA - hansgrohe,2018,,,2420.0,Großschartner Felix-2018,12.0,221.0,,15.0,3.142857142857143,135.47619047619048,2437.4761904761904,,28.0,51.0,0.0909090909090909
598,Sbaragli Kristian,Team Dimension Data,2017,,,2158.0,Sbaragli Kristian-2017,186.0,50.0,355.2,,2.9523809523809526,134.28571428571428,2570.6190476190477,123.0,130.0,51.0,0.0909090909090909
593,Foliforov Alexander,Gazprom-RusVelo,2017,,,876.0,Foliforov Alexander-2017,,,,202.0,2.9523809523809526,134.28571428571428,2570.6190476190477,120.0,0.0,74.0,0.0909090909090909
891,Gonçalves José,Team Katusha Alpecin,2018,,,1595.0,Gonçalves José-2018,63.0,139.0,,34.0,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,47.0,0.0909090909090909
363,Conti Valerio,UAE Team Emirates,2017,,,2871.0,Conti Valerio-2017,,65.0,32.4,64.0,2.9523809523809526,134.28571428571428,2570.6190476190477,86.0,46.0,56.0,0.0909090909090909
408,Verona Carlos,ORICA-Scott,2017,,,3035.0,Verona Carlos-2017,10.0,86.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,258.0,28.0,46.0,0.0909090909090909
377,Mollema Bauke,Trek - Segafredo,2017,30.0,tour-de-france,2941.0,Mollema Bauke-2017,432.0,498.0,96.0,217.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,280.0,44.0,0.0909090909090909
367,Marcato Marco,UAE Team Emirates,2017,33.0,tour-de-france,2871.0,Marcato Marco-2017,184.0,,252.4,46.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,34.0,56.0,0.0909090909090909
365,Petilli Simone,UAE Team Emirates,2017,,,2871.0,Petilli Simone-2017,64.0,37.0,,17.0,2.9523809523809526,134.28571428571428,2570.6190476190477,22.0,102.0,56.0,0.0909090909090909
424,Jungels Bob,Quick-Step Floors,2017,,,3229.0,Jungels Bob-2017,39.0,430.0,120.8,443.0,2.9523809523809526,134.28571428571428,2570.6190476190477,834.0,916.0,30.0,0.0909090909090909
361,Mohorič Matej,UAE Team Emirates,2017,,,2871.0,Mohorič Matej-2017,29.0,120.0,87.3,25.0,2.9523809523809526,134.28571428571428,2570.6190476190477,48.0,34.0,56.0,0.0909090909090909
350,Elissonde Kenny,Team Sky,2017,,,2722.0,Elissonde Kenny-2017,35.0,90.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,49.0,40.0,0.0909090909090909
